orders_details_id,testing_time,steam_preasure,dd_speed,temp_out
27.0,2019-02-26 13:30:00.000,6.5,7.0,110.0
27.0,2019-02-26 14:30:00.000,6.3,7.0,110.0
27.0,2019-02-26 15:30:00.000,6.0,6.6,110.0
27.0,2019-02-26 16:30:00.000,6.0,7.0,111.0
27.0,2019-02-26 17:30:00.000,5.6,7.0,111.0
27.0,2019-02-26 18:30:00.000,5.6,7.2,111.0
27.0,2019-02-26 19:30:00.000,5.6,7.2,111.0
27.0,2019-02-26 20:30:00.000,5.6,7.5,111.0
27.0,2019-02-26 21:30:00.000,5.6,7.5,111.0
27.0,2019-02-26 22:30:00.000,5.6,7.5,111.0
27.0,2019-02-26 23:30:00.000,5.6,7.5,111.0
27.0,2019-02-27 00:30:00.000,5.6,7.5,111.0
27.0,2019-02-27 01:30:00.000,5.6,7.5,111.0
27.0,2019-02-27 02:30:00.000,5.6,7.5,111.0
27.0,2019-02-27 03:30:00.000,5.6,7.5,111.0
27.0,2019-02-27 04:30:00.000,5.6,7.5,111.0
27.0,2019-02-27 05:30:00.000,5.6,7.5,111.0
28.0,2019-02-27 06:30:00.000,5.6,7.5,111.0
28.0,2019-02-27 07:30:00.000,5.6,7.5,111.0
28.0,2019-02-27 08:30:00.000,5.6,7.5,111.0
28.0,2019-02-27 09:30:00.000,5.6,7.5,111.0
28.0,2019-02-27 10:30:00.000,5.6,7.5,111.0
28.0,2019-02-27 11:30:00.000,5.6,7.5,111.0
28.0,2019-02-27 12:30:00.000,5.6,7.5,111.0
28.0,2019-02-27 13:30:00.000,5.6,7.5,111.0
28.0,2019-02-27 14:30:00.000,5.6,7.7,111.0
28.0,2019-02-27 15:30:00.000,5.6,7.7,111.0
28.0,2019-02-27 17:30:00.000,5.0,5.5,111.0
28.0,2019-02-27 18:30:00.000,5.5,7.5,111.0
28.0,2019-02-27 19:30:00.005,5.5,7.5,111.0
28.0,2019-02-27 20:30:00.010,5.8,8.0,111.0
28.0,2019-02-27 21:30:00.015,5.8,8.0,111.0
28.0,2019-02-27 22:30:00.020,5.7,7.8,111.0
28.0,2019-02-27 23:30:00.025,5.7,7.8,111.0
28.0,2019-02-28 00:30:00.030,5.7,7.8,111.0
28.0,2019-02-28 01:30:00.035,5.7,7.8,111.0
28.0,2019-02-28 02:30:00.040,5.7,7.8,111.0
28.0,2019-02-28 03:30:00.045,5.7,7.8,111.0
28.0,2019-02-28 04:30:00.050,5.7,7.8,111.0
28.0,2019-02-28 05:30:00.055,5.7,7.8,111.0
29.0,2019-02-18 06:30:00.000,5.9,8.0,110.0
29.0,2019-02-18 07:30:00.000,5.9,8.0,110.0
29.0,2019-02-18 08:30:00.000,5.9,8.0,110.0
29.0,2019-02-18 09:30:00.000,5.9,8.0,110.0
29.0,2019-02-18 10:30:00.000,6.0,8.0,110.0
29.0,2019-02-18 11:30:00.000,6.0,8.0,111.0
29.0,2019-02-18 12:30:00.000,6.0,8.0,111.0
29.0,2019-02-18 13:30:00.000,6.0,8.0,111.0
29.0,2019-02-18 14:30:00.000,5.8,8.0,111.0
29.0,2019-02-18 15:30:00.000,5.8,8.0,111.0
29.0,2019-02-18 16:30:00.000,5.8,8.0,111.0
29.0,2019-02-18 17:30:00.000,5.8,8.0,111.0
29.0,2019-02-18 18:30:00.000,5.9,8.0,111.0
29.0,2019-02-18 19:30:00.000,5.9,8.0,112.0
29.0,2019-02-18 20:30:00.000,5.9,8.0,112.0
29.0,2019-02-18 21:30:00.000,5.9,8.0,111.0
29.0,2019-02-18 22:30:00.000,5.9,8.0,111.0
29.0,2019-02-18 23:30:00.000,5.9,8.0,111.0
29.0,2019-02-19 00:30:00.000,5.9,8.0,111.0
29.0,2019-02-19 01:30:00.000,5.9,8.0,111.0
29.0,2019-02-19 02:30:00.000,5.9,8.0,111.0
29.0,2019-02-19 03:30:00.000,5.9,8.0,111.0
29.0,2019-02-19 04:30:00.000,5.9,8.0,111.0
29.0,2019-02-19 05:30:00.000,5.9,8.0,111.0
30.0,2019-03-01 06:30:00.000,5.9,8.0,110.0
30.0,2019-03-01 07:30:00.000,5.9,8.0,110.0
30.0,2019-03-01 08:30:00.000,6.1,8.5,110.0
30.0,2019-03-01 09:30:00.000,6.4,8.5,110.0
30.0,2019-03-01 10:30:00.000,6.4,8.5,111.0
30.0,2019-03-01 11:30:00.000,6.4,8.5,110.0
30.0,2019-03-01 12:30:00.000,6.4,8.0,112.0
30.0,2019-03-01 13:30:00.000,6.4,8.0,112.0
30.0,2019-03-01 14:30:00.000,6.2,8.0,112.0
30.0,2019-03-01 15:30:00.000,6.3,8.3,112.0
30.0,2019-03-01 16:30:00.000,6.5,8.3,112.0
30.0,2019-03-01 17:30:00.000,6.5,8.3,111.0
30.0,2019-03-01 18:30:00.000,6.5,8.3,111.0
30.0,2019-03-01 19:30:00.000,6.5,8.3,111.0
