orders_details_id,slurry_process_order,slurry_line,slurry_start_time,water_pct,water_correction
16.0,17.0,SL 6,2018-11-16 04:20:00,0.66,-20
16.0,18.0,SL 6,2018-11-16 05:00:00,0.66,-20
16.0,19.0,SL 6,2018-11-16 05:50:00,0.66,-20
16.0,20.0,SL 6,2018-11-16 06:35:00,0.66,-20
16.0,21.0,SL 6,2018-11-16 07:20:00,0.66,-20
16.0,22.0,SL 6,2018-11-16 08:05:00,0.66,-20
16.0,23.0,SL 6,2018-11-16 08:45:00,0.66,-20
16.0,24.0,SL 6,2018-11-16 09:30:00,0.66,-20
16.0,25.0,SL 6,2018-11-16 10:20:00,0.66,-20
16.0,26.0,SL 6,2018-11-16 10:55:00,0.66,-20
16.0,27.0,SL 6,2018-11-16 11:40:00,0.66,-20
16.0,28.0,SL 6,2018-11-16 12:30:00,0.66,-20
16.0,29.0,SL 6,2018-11-16 13:10:00,0.66,-20
16.0,30.0,SL 6,2018-11-16 13:50:00,0.66,-20
16.0,31.0,SL 6,2018-11-16 14:40:00,0.66,-40
16.0,32.0,SL 6,2018-11-16 15:20:00,0.66,-40
16.0,33.0,SL 6,2018-11-16 16:00:00,0.66,-40
16.0,34.0,SL 6,2018-11-16 16:40:00,0.66,-40
16.0,35.0,SL 6,2018-11-20 17:20:00,0.66,-40
16.0,36.0,SL 6,2018-11-20 18:00:00,0.66,-40
17.0,1.0,SL 6,2018-11-26 14:30:00,0.66,-30
17.0,2.0,SL 6,2018-11-26 14:45:00,0.66,-40
17.0,3.0,SL 6,2018-11-26 15:05:00,0.66,-40
17.0,4.0,SL 6,2018-11-26 15:35:00,0.66,-40
17.0,5.0,SL 6,2018-11-26 16:30:00,0.66,-40
17.0,6.0,SL 6,2018-11-26 17:15:00,0.66,-40
17.0,7.0,SL 6,2018-11-26 18:00:00,0.66,-40
17.0,8.0,SL 6,2018-11-26 18:45:00,0.66,-40
17.0,9.0,SL 6,2018-11-26 19:45:00,0.66,-40
17.0,10.0,SL 6,2018-11-26 20:15:00,0.66,-40
17.0,11.0,SL 6,2018-11-26 20:50:00,0.66,-40
17.0,12.0,SL 6,2018-11-26 21:35:00,0.66,-40
17.0,13.0,SL 6,2018-11-26 22:15:00,0.66,-40
17.0,14.0,SL 6,2018-11-26 23:00:00,0.66,-40
17.0,15.0,SL 6,2018-11-26 00:15:00,0.66,-40
17.0,16.0,SL 6,2018-11-27 00:55:00,0.66,-40
17.0,17.0,SL 6,2018-11-27 01:30:00,0.66,-40
17.0,18.0,SL 6,2018-11-27 02:15:00,0.66,-40
17.0,19.0,SL 6,2018-11-27 03:30:00,0.66,-40
17.0,20.0,SL 6,2018-11-27 04:05:00,0.66,-40
17.0,21.0,SL 6,2018-11-27 04:50:00,0.66,-40
17.0,22.0,SL 6,2018-11-27 05:30:00,0.66,-40
17.0,23.0,SL 6,2018-11-27 06:15:00,0.66,-10
17.0,24.0,SL 6,2018-11-27 06:50:00,0.66,-10
17.0,25.0,SL 6,2018-11-27 07:40:00,0.66,-10
17.0,26.0,SL 6,2018-11-27 08:10:00,0.66,-10
17.0,27.0,SL 6,2018-11-27 08:45:00,0.66,-10
17.0,28.0,SL 6,2018-11-27 09:30:00,0.66,-10
17.0,29.0,SL 6,2018-11-27 10:05:00,0.66,-10
17.0,30.0,SL 6,2018-11-27 10:50:00,0.66,-10
17.0,31.0,SL 6,2018-11-27 11:30:00,0.66,-10
17.0,32.0,SL 6,2018-11-27 12:05:00,0.66,-10
17.0,33.0,SL 6,2018-11-27 12:50:00,0.66,-10
17.0,34.0,SL 6,2018-11-27 13:30:00,0.66,-10
18.0,1.0,SL 6,2018-11-27 14:10:00,0.66,-40
18.0,2.0,SL 6,2018-11-27 14:55:00,0.66,-40
18.0,3.0,SL 6,2018-11-27 15:45:00,0.66,-40
18.0,4.0,SL 6,2018-11-27 16:15:00,0.66,-40
18.0,5.0,SL 6,2018-11-27 17:00:00,0.66,-40
18.0,6.0,SL 6,2018-11-27 17:40:00,0.66,-40
18.0,7.0,SL 6,2018-11-27 18:20:00,0.66,-40
18.0,8.0,SL 6,2018-11-27 19:00:00,0.66,-40
18.0,9.0,SL 6,2018-11-27 19:40:00,0.66,-40
18.0,10.0,SL 6,2018-11-27 20-25,0.66,-40
18.0,11.0,SL 6,2018-11-27 21:10:00,0.66,-40
18.0,12.0,SL 6,2018-11-27 21:45:00,0.66,-40
18.0,13.0,SL 6,2018-11-27 22:25:00,0.66,-40
18.0,14.0,SL 6,2018-11-27 23:00:00,0.66,-40
19.0,1.0,SL 6,2018-12-04 13:30:00,0.66,-60
19.0,2.0,SL 6,2018-12-04 13:45:00,0.66,-50
19.0,3.0,SL 6,2018-12-04 15:00:00,0.66,-50
19.0,4.0,SL 6,2018-12-04 15:40:00,0.66,-50
19.0,5.0,SL 6,2018-12-04 16:30:00,0.66,-50
19.0,6.0,SL 6,2018-12-04 17:15:00,0.66,-50
19.0,7.0,SL 6,2018-12-04 18:10:00,0.66,-50
19.0,8.0,SL 6,2018-12-04 18:40:00,0.66,-50
19.0,9.0,SL 6,2018-12-04 19:20:00,0.66,-50
19.0,10.0,SL 6,2018-12-04 20:00:00,0.66,-50
19.0,11.0,SL 6,2018-12-04 20:45:00,0.66,-50
19.0,12.0,SL 6,2018-12-04 21:30:00,0.66,-50
19.0,13.0,SL 6,2018-12-04 22:05:00,0.66,-50
19.0,14.0,SL 6,2018-12-04 22:50:00,0.66,-50
19.0,15.0,SL 6,2018-12-04 23:30:00,0.66,-50
19.0,16.0,SL 6,2018-12-05 00:10:00,0.66,-50
19.0,17.0,SL 6,2018-12-05 00:50:00,0.66,-50
19.0,18.0,SL 6,2018-12-05 01:35:00,0.66,-50
19.0,19.0,SL 6,2018-12-05 02:15:00,0.66,-50
19.0,20.0,SL 6,2018-12-05 02:55:00,0.66,-50
19.0,21.0,SL 6,2018-12-05 03:35:00,0.66,-50
19.0,22.0,SL 6,2018-12-05 04:20:00,0.66,-50
19.0,23.0,SL 6,2018-12-05 04:55:00,0.66,-50
19.0,24.0,SL 6,2018-12-05 05:40:00,0.66,-50
19.0,25.0,SL 6,2018-12-05 06:20:00,0.66,-50
19.0,26.0,SL 6,2018-12-05 07:00:00,0.66,-50
19.0,27.0,SL 6,2018-12-05 08:20:00,0.66,-50
19.0,28.0,SL 6,2018-12-05 09:05:00,0.66,-50
21.0,1.0,SL 6,2018-12-18 14:15:00,0.66,-40
21.0,2.0,SL 6,2018-12-18 15:05:00,0.66,-40
21.0,3.0,SL 6,2018-12-18 15:45:00,0.66,-40
21.0,4.0,SL 6,2018-12-18 16:35:00,0.66,-40
21.0,5.0,SL 6,2018-12-18 17:20:00,0.66,-40
21.0,6.0,SL 6,2018-12-18 18:05:00,0.66,-40
21.0,7.0,SL 6,2018-12-18 18:50:00,0.66,-40
21.0,8.0,SL 6,2018-12-18 19:35:00,0.66,-40
21.0,9.0,SL 6,2018-12-18 20:20:00,0.66,-40
21.0,10.0,SL 6,2018-12-18 21:10:00,0.66,-40
21.0,11.0,SL 6,2018-12-18 21:35:00,0.66,-40
21.0,12.0,SL 6,2018-12-18 22:30:00,0.66,-40
21.0,13.0,SL 6,2018-12-18 23:20:00,0.66,-40
21.0,14.0,SL 6,2018-12-19 00:10:00,0.66,-40
21.0,15.0,SL 6,2018-12-19 00:50:00,0.66,-40
21.0,16.0,SL 6,2018-12-19 01:40:00,0.66,-40
21.0,17.0,SL 6,2018-12-19 02:20:00,0.66,-40
21.0,18.0,SL 6,2018-12-19 03:00:00,0.66,-40
21.0,19.0,SL 6,2018-12-19 03:50:00,0.66,-40
21.0,20.0,SL 6,2018-12-19 04:40:00,0.66,-40
21.0,21.0,SL 6,2018-12-19 05:25:00,0.66,-40
21.0,22.0,SL 6,2018-12-19 06:10:00,0.66,-40
21.0,23.0,SL 6,2018-12-19 09:25:00,0.66,-50
21.0,24.0,SL 6,2018-12-19 09:45:00,0.66,-45
21.0,25.0,SL 6,2018-12-19 10:05:00,0.66,-45
21.0,26.0,SL 6,2018-12-19 10:40:00,0.66,-40
21.0,27.0,SL 6,2018-12-19 11:35:00,0.66,-40
21.0,28.0,SL 6,2018-12-19 12:20:00,0.66,-40
21.0,29.0,SL 6,2018-12-19 13:10:00,0.66,-40
22.0,1.0,SL 6,2018-12-19 14:00:00,0.66,-40
22.0,2.0,SL 6,2018-12-19 14:45:00,0.66,-40
22.0,3.0,SL 6,2018-12-19 15:30:00,0.66,-40
22.0,4.0,SL 6,2018-12-19 16:15:00,0.66,-40
22.0,5.0,SL 6,2018-12-19 17:00:00,0.66,-40
22.0,6.0,SL 6,2018-12-19 17:50:00,0.66,-40
22.0,7.0,SL 6,2018-12-19 18:30:00,0.66,-40
22.0,8.0,SL 6,2018-12-19 19:20:00,0.66,-40
22.0,9.0,SL 6,2018-12-19 20:05:00,0.66,-40
22.0,10.0,SL 6,2018-12-19 20:55:00,0.66,-40
22.0,11.0,SL 6,2018-12-19 21:40:00,0.66,-40
22.0,12.0,SL 6,2018-12-19 22:30:00,0.66,-40
22.0,13.0,SL 6,2018-12-19 23:10:00,0.66,-40
22.0,14.0,SL 6,2018-12-20 00:00:00,0.66,-40
22.0,15.0,SL 6,2018-12-20 01:30:00,0.66,-40
22.0,16.0,SL 6,2018-12-20 02:10:00,0.66,-40
22.0,17.0,SL 6,2018-12-20 03:00:00,0.66,-40
22.0,18.0,SL 6,2018-12-20 03:45:00,0.66,-40
22.0,19.0,SL 6,2018-12-20 04:30:00,0.66,-40
22.0,20.0,SL 6,2018-12-20 05:20:00,0.66,-40
23.0,1.0,SL 6,2018-12-20 06:30:00,0.66,-40
23.0,2.0,SL 6,2018-12-20 07:05:00,0.66,-40
23.0,3.0,SL 6,2018-12-20 08:10:00,0.66,-30
23.0,4.0,SL 6,2018-12-20 09:00:00,0.66,-30
23.0,5.0,SL 6,2018-12-20 09:50:00,0.66,-30
24.0,1.0,SL 6,2019-01-30 14:15:00,0.66,-40
24.0,2.0,SL 6,2019-01-30 14:35:00,0.66,-40
24.0,3.0,SL 6,2019-01-30 14:50:00,0.66,-40
24.0,4.0,SL 6,2019-01-30 15:35:00,0.66,-45
24.0,5.0,SL 6,2019-01-30 16:25:00,0.66,-45
24.0,6.0,SL 6,2019-01-30 17:10:00,0.66,-45
24.0,7.0,SL 6,2019-01-30 17:55:00,0.66,-45
24.0,8.0,SL 6,2019-01-30 18:40:00,0.66,-45
24.0,9.0,SL 6,2019-01-30 19:20:00,0.66,-45
24.0,10.0,SL 6,2019-01-30 20:05:00,0.66,-45
24.0,11.0,SL 6,2019-01-30 20:45:00,0.66,-45
24.0,12.0,SL 6,2019-01-30 21:25:00,0.66,-45
24.0,13.0,SL 6,2019-01-30 22:15:00,0.66,-40
24.0,14.0,SL 6,2019-01-30 23:00:00,0.66,-40
24.0,15.0,SL 6,2019-01-30 23:40:00,0.66,-40
24.0,16.0,SL 6,2019-01-31 00:20:00,0.66,-40
24.0,17.0,SL 6,2019-01-31 01:05:00,0.66,-40
24.0,18.0,SL 6,2019-01-31 01:45:00,0.66,-40
24.0,19.0,SL 6,2019-01-31 02:20:00,0.66,-40
24.0,20.0,SL 6,2019-01-31 03:20:00,0.66,-40
24.0,21.0,SL 6,2019-01-31 03:50:00,0.66,-40
24.0,22.0,SL 6,2019-01-31 04:20:00,0.66,-40
24.0,23.0,SL 6,2019-01-31 05:20:00,0.66,-40
24.0,24.0,SL 6,2019-01-31 06:00:00,0.66,-40
24.0,25.0,SL 6,2019-01-31 06:45:00,0.66,-40
24.0,26.0,SL 6,2019-01-31 07:25:00,0.66,-40
24.0,27.0,SL 6,2019-01-31 08:10:00,0.66,-40
24.0,28.0,SL 6,2019-01-31 08:45:00,0.66,-40
24.0,29.0,SL 6,2019-01-31 09:30:00,0.66,-40
24.0,30.0,SL 6,2019-01-31 10:10:00,0.66,-40
24.0,31.0,SL 6,2019-01-31 11:00:00,0.66,-40
24.0,32.0,SL 6,2019-01-31 11:40:00,0.66,-40
24.0,33.0,SL 6,2019-01-31 12:20:00,0.66,-40
24.0,34.0,SL 6,2019-01-31 13:00:00,0.66,-40
24.0,35.0,SL 6,2019-01-31 13:30:00,0.66,-40
25.0,1.0,SL 6,2019-01-31 14:35:00,0.66,-40
25.0,2.0,SL 6,2019-01-31 15:15:00,0.66,-40
25.0,3.0,SL 6,2019-01-31 16:00:00,0.66,-40
25.0,4.0,SL 6,2019-01-31 16:45:00,0.66,-40
25.0,5.0,SL 6,2019-01-31 17:25:00,0.66,-40
25.0,6.0,SL 6,2019-01-31 18:10:00,0.66,-40
25.0,7.0,SL 6,2019-01-31 18:55:00,0.66,-40
25.0,8.0,SL 6,2019-01-31 19:35:00,0.66,-40
25.0,9.0,SL 6,2019-01-31 20:20:00,0.66,-40
25.0,10.0,SL 6,2019-01-31 21:05:00,0.66,-40
25.0,11.0,SL 6,2019-01-31 21:50:00,0.66,-40
25.0,12.0,SL 6,2019-01-31 22:30:00,0.66,-40
25.0,13.0,SL 6,2019-01-31 23:00:00,0.66,-40
25.0,14.0,SL 6,2019-01-31 00:00:00,0.66,-40
25.0,15.0,SL 6,2019-02-01 00:40:00,0.66,-40
25.0,16.0,SL 6,2019-02-01 01:25:00,0.66,-40
25.0,17.0,SL 6,2019-02-01 02:10:00,0.66,-40
25.0,18.0,SL 6,2019-02-01 02:55:00,0.66,-40
25.0,19.0,SL 6,2019-02-01 03:30:00,0.66,-40
25.0,20.0,SL 6,2019-02-01 04:20:00,0.66,-40
25.0,21.0,SL 6,2019-02-01 05:00:00,0.66,-40
25.0,22.0,SL 6,2019-02-01 05:40:00,0.66,-40
25.0,23.0,SL 6,2019-02-01 06:25:00,0.66,-40
25.0,24.0,SL 6,2019-02-01 07:15:00,0.66,-40
25.0,25.0,SL 6,2019-02-01 07:55:00,0.66,-40
25.0,26.0,SL 6,2019-02-01 08:35:00,0.66,-40
25.0,27.0,SL 6,2019-02-01 09:20:00,0.66,-40
25.0,28.0,SL 6,2019-02-01 10:05:00,0.66,-40
25.0,29.0,SL 6,2019-02-01 10:45:00,0.66,-40
25.0,30.0,SL 6,2019-02-01 11:30:00,0.66,-40
25.0,31.0,SL 6,2019-02-01 12:15:00,0.66,-40
25.0,32.0,SL 6,2019-02-01 12:55:00,0.66,-40
25.0,33.0,SL 6,2019-02-01 13:40:00,0.66,-40
26.0,1.0,SL 6,2019-01-08 14:20:00,0.66,-40
26.0,2.0,SL 6,2019-01-08 15:00:00,0.66,-40
26.0,3.0,SL 6,2019-01-08 15:45:00,0.66,-40
26.0,4.0,SL 6,2019-01-08 16:25:00,0.66,-40
26.0,5.0,SL 6,2019-01-08 17:05:00,0.66,-40
26.0,6.0,SL 6,2019-01-08 17:50:00,0.66,-40
27.0,1.0,SL 6,2019-02-26 11:40:00,0.66,-30
27.0,2.0,SL 6,2019-02-26 11:50:00,0.66,-30
27.0,3.0,SL 6,2019-02-26 12:10:00,0.66,-40
27.0,4.0,SL 6,2019-02-26 12:45:00,0.66,-40
27.0,5.0,SL 6,2019-02-26 13:35:00,0.66,-40
27.0,6.0,SL 6,2019-02-26 14:25:00,0.66,-40
27.0,7.0,SL 6,2019-02-26 15:10:00,0.66,-30
27.0,8.0,SL 6,2019-02-26 16:00:00,0.66,-30
27.0,9.0,SL 6,2019-02-26 16:40:00,0.66,-30
27.0,10.0,SL 6,2019-02-26 17:25:00,0.66,-30
27.0,11.0,SL 6,2019-02-26 18:40:00,0.66,-30
27.0,12.0,SL 6,2019-02-26 18:50:00,0.66,-30
27.0,13.0,SL 6,2019-02-26 19:35:00,0.66,-30
27.0,14.0,SL 6,2019-02-26 20:35:00,0.66,-30
27.0,15.0,SL 6,2019-02-26 21:10:00,0.66,-30
27.0,16.0,SL 6,2019-02-26 21:30:00,0.66,-30
27.0,17.0,SL 6,2019-02-26 22:30:00,0.66,-30
27.0,18.0,SL 6,2019-02-26 23:15:00,0.66,-30
27.0,19.0,SL 6,2019-02-26 23:55:00,0.66,-30
27.0,20.0,SL 6,2019-02-27 00:40:00,0.66,-30
27.0,21.0,SL 6,2019-02-27 01:25:00,0.66,-30
27.0,22.0,SL 6,2019-02-27 02:05:00,0.66,-30
27.0,23.0,SL 6,2019-02-27 02:50:00,0.66,-30
27.0,24.0,SL 6,2019-02-27 03:35:00,0.66,-30
27.0,25.0,SL 6,2019-02-27 04:25:00,0.66,-30
27.0,26.0,SL 6,2019-02-27 05:10:00,0.66,-30
27.0,27.0,SL 6,2019-02-27 05:55:00,0.66,-30
28.0,1.0,SL 6,2019-02-27 06:35:00,0.66,-30
28.0,2.0,SL 6,2019-02-27 07:15:00,0.66,-30
28.0,3.0,SL 6,2019-02-27 08:00:00,0.66,-30
28.0,4.0,SL 6,2019-02-27 08:40:00,0.66,-30
28.0,5.0,SL 6,2019-02-27 09:25:00,0.66,-30
28.0,6.0,SL 6,2019-02-27 10:05:00,0.66,-30
28.0,7.0,SL 6,2019-02-27 10:50:00,0.66,-30
28.0,8.0,SL 6,2019-02-27 11:35:00,0.66,-30
28.0,9.0,SL 6,2019-02-27 12:15:00,0.66,-30
28.0,10.0,SL 6,2019-02-27 12:55:00,0.66,-30
28.0,11.0,SL 6,2019-02-27 13:40:00,0.66,-30
28.0,12.0,SL 6,2019-02-27 16:40:00,0.66,-30
28.0,13.0,SL 6,2019-02-27 17:00:00,0.66,-30
28.0,14.0,SL 6,2019-02-27 17:20:00,0.66,-30
28.0,15.0,SL 6,2019-02-27 18:00:00,0.66,-30
28.0,16.0,SL 6,2019-02-27 18:45:00,0.66,-30
28.0,17.0,SL 6,2019-02-27 19:30:00,0.66,-30
28.0,18.0,SL 6,2019-02-27 20:20:00,0.66,-30
28.0,19.0,SL 6,2019-02-27 21:00:00,0.66,-30
28.0,20.0,SL 6,2019-02-27 21:40:00,0.66,-30
28.0,21.0,SL 6,2019-02-27 22:35:00,0.66,-30
28.0,22.0,SL 6,2019-02-27 23:25:00,0.66,-30
28.0,23.0,SL 6,2019-02-28 00:05:00,0.66,-30
28.0,24.0,SL 6,2019-02-28 00:50:00,0.66,-30
28.0,25.0,SL 6,2019-02-28 01:34:59.995000,0.66,-30
28.0,26.0,SL 6,2019-02-28 02:15:00,0.66,-30
28.0,27.0,SL 6,2019-02-28 03:00:00,0.66,-30
28.0,28.0,SL 6,2019-02-28 03:45:00,0.66,-30
28.0,29.0,SL 6,2019-02-28 04:30:00,0.66,-30
28.0,30.0,SL 6,2019-02-28 05:10:00,0.66,-30
28.0,31.0,SL 6,2019-02-28 05:55:00,0.66,-30
29.0,1.0,SL 6,2019-02-18 06:35:00,0.66,-30
29.0,2.0,SL 6,2019-02-18 07:15:00,0.66,-30
29.0,3.0,SL 6,2019-02-18 07:55:00,0.66,-30
29.0,4.0,SL 6,2019-02-18 08:35:00,0.66,-30
29.0,5.0,SL 6,2019-02-18 09:25:00,0.66,-30
29.0,6.0,SL 6,2019-02-18 10:05:00,0.66,-30
29.0,7.0,SL 6,2019-02-18 10:45:00,0.66,-30
29.0,8.0,SL 6,2019-02-18 11:25:00,0.66,-30
29.0,9.0,SL 6,2019-02-18 11:55:00,0.66,-30
29.0,10.0,SL 6,2019-02-18 12:40:00,0.66,-30
29.0,11.0,SL 6,2019-02-18 13:20:00,0.66,-30
29.0,12.0,SL 6,2019-02-18 14:00:00,0.66,-30
29.0,13.0,SL 6,2019-02-18 14:40:00,0.66,-30
29.0,14.0,SL 6,2019-02-18 15:15:00,0.66,-30
29.0,15.0,SL 6,2019-02-18 16:00:00,0.66,-30
29.0,16.0,SL 6,2019-02-18 16:40:00,0.66,-30
29.0,17.0,SL 6,2019-02-18 17:30:00,0.66,-30
29.0,18.0,SL 6,2019-02-18 18:05:00,0.66,-30
29.0,19.0,SL 6,2019-02-18 18:45:00,0.66,-20
29.0,20.0,SL 6,2019-02-18 19:25:00,0.66,-20
29.0,21.0,SL 6,2019-02-18 20:00:00,0.66,-20
29.0,22.0,SL 6,2019-02-18 20:50:00,0.66,-20
29.0,23.0,SL 6,2019-02-18 22:15:00,0.66,-20
29.0,24.0,SL 6,2019-02-18 22:25:00,0.66,-20
29.0,25.0,SL 6,2019-02-18 22:50:00,0.66,-20
29.0,26.0,SL 6,2019-02-18 23:35:00,0.66,-20
29.0,27.0,SL 6,2019-02-19 00:20:00,0.66,-20
29.0,28.0,SL 6,2019-02-19 01:00:00,0.66,-20
29.0,29.0,SL 6,2019-02-19 01:45:00,0.66,-20
29.0,30.0,SL 6,2019-02-19 02:30:00,0.66,-20
29.0,31.0,SL 6,2019-02-19 03:10:00,0.66,-20
29.0,32.0,SL 6,2019-02-19 03:55:00,0.66,-20
29.0,33.0,SL 6,2019-02-19 04:35:00,0.66,-20
29.0,34.0,SL 6,2019-02-19 05:20:00,0.66,-20
30.0,1.0,SL 6,2019-03-01 06:00:00,0.66,-20
30.0,2.0,SL 6,2019-03-01 06:45:00,0.66,-20
30.0,3.0,SL 6,2019-03-01 07:25:00,0.66,-20
30.0,4.0,SL 6,2019-03-01 08:10:00,0.66,-20
30.0,5.0,SL 6,2019-03-01 08:50:00,0.66,-20
30.0,6.0,SL 6,2019-03-01 09:30:00,0.66,-20
30.0,7.0,SL 6,2019-03-01 10:15:00,0.66,-20
30.0,8.0,SL 6,2019-03-01 11:05:00,0.66,-20
30.0,9.0,SL 6,2019-03-01 11:55:00,0.66,-10
30.0,10.0,SL 6,2019-03-01 12:20:00,0.66,-10
30.0,11.0,SL 6,2019-03-01 12:55:00,0.66,-25
30.0,12.0,SL 6,2019-03-01 13:30:00,0.66,-30
30.0,13.0,SL 6,2019-03-01 14:25:00,0.66,-30
30.0,14.0,SL 6,2019-03-01 15:00:00,0.66,-30
30.0,15.0,SL 6,2019-03-01 15:30:00,0.66,-30
30.0,16.0,SL 6,2019-03-01 16:10:00,0.66,-30
30.0,17.0,SL 6,2019-03-01 16:40:00,0.66,-30
30.0,18.0,SL 6,2019-03-01 17:15:00,0.66,-30
30.0,19.0,SL 6,2019-03-01 18:00:00,0.66,-30
30.0,20.0,SL 6,2019-03-01 18:30:00,0.66,-30
